date,total,leader,contender,laggard,weak,above_20,above_50,above_200,high_vol,acc_early,acc_progress,acc_shift,large_total,large_leaders,large_above200,mid_total,mid_leaders,mid_above200,small_total,small_leaders,small_above200,comm_uranium_total,comm_uranium_leaders,comm_uranium_above20,comm_uranium_above50,comm_uranium_above200,comm_uranium_high_vol,comm_uranium_acc_early,comm_uranium_producer_total,comm_uranium_producer_leaders,comm_uranium_producer_above200,comm_uranium_royalties_financial_services_total,comm_uranium_royalties_financial_services_leaders,comm_uranium_royalties_financial_services_above200,comm_uranium_large_total,comm_uranium_large_leaders,comm_uranium_large_above200,comm_uranium_mid_total,comm_uranium_mid_leaders,comm_uranium_mid_above200,comm_uranium_small_total,comm_uranium_small_leaders,comm_uranium_small_above200,comm_lithium_total,comm_lithium_leaders,comm_lithium_above20,comm_lithium_above50,comm_lithium_above200,comm_lithium_high_vol,comm_lithium_acc_early,comm_lithium_producer_total,comm_lithium_producer_leaders,comm_lithium_producer_above200,comm_lithium_large_total,comm_lithium_large_leaders,comm_lithium_large_above200,comm_lithium_mid_total,comm_lithium_mid_leaders,comm_lithium_mid_above200,comm_lithium_small_total,comm_lithium_small_leaders,comm_lithium_small_above200,comm_copper_total,comm_copper_leaders,comm_copper_above20,comm_copper_above50,comm_copper_above200,comm_copper_high_vol,comm_copper_acc_early,comm_copper_producer_total,comm_copper_producer_leaders,comm_copper_producer_above200,comm_copper_explorer_total,comm_copper_explorer_leaders,comm_copper_explorer_above200,comm_copper_large_total,comm_copper_large_leaders,comm_copper_large_above200,comm_copper_mid_total,comm_copper_mid_leaders,comm_copper_mid_above200,comm_copper_small_total,comm_copper_small_leaders,comm_copper_small_above200,comm_gold_total,comm_gold_leaders,comm_gold_above20,comm_gold_above50,comm_gold_above200,comm_gold_high_vol,comm_gold_acc_early,comm_gold_producer_total,comm_gold_producer_leaders,comm_gold_producer_above200,comm_gold_explorer_total,comm_gold_explorer_leaders,comm_gold_explorer_above200,comm_gold_royalties_financial_services_total,comm_gold_royalties_financial_services_leaders,comm_gold_royalties_financial_services_above200,comm_gold_large_total,comm_gold_large_leaders,comm_gold_large_above200,comm_gold_mid_total,comm_gold_mid_leaders,comm_gold_mid_above200,comm_gold_small_total,comm_gold_small_leaders,comm_gold_small_above200,comm_palladium_total,comm_palladium_leaders,comm_palladium_above20,comm_palladium_above50,comm_palladium_above200,comm_palladium_high_vol,comm_palladium_acc_early,comm_palladium_producer_total,comm_palladium_producer_leaders,comm_palladium_producer_above200,comm_palladium_explorer_total,comm_palladium_explorer_leaders,comm_palladium_explorer_above200,comm_palladium_royalties_financial_services_total,comm_palladium_royalties_financial_services_leaders,comm_palladium_royalties_financial_services_above200,comm_palladium_large_total,comm_palladium_large_leaders,comm_palladium_large_above200,comm_palladium_mid_total,comm_palladium_mid_leaders,comm_palladium_mid_above200,comm_palladium_small_total,comm_palladium_small_leaders,comm_palladium_small_above200,comm_silver_total,comm_silver_leaders,comm_silver_above20,comm_silver_above50,comm_silver_above200,comm_silver_high_vol,comm_silver_acc_early,comm_silver_explorer_total,comm_silver_explorer_leaders,comm_silver_explorer_above200,comm_silver_producer_total,comm_silver_producer_leaders,comm_silver_producer_above200,comm_silver_large_total,comm_silver_large_leaders,comm_silver_large_above200,comm_silver_mid_total,comm_silver_mid_leaders,comm_silver_mid_above200,comm_silver_small_total,comm_silver_small_leaders,comm_silver_small_above200,comm_platinum_total,comm_platinum_leaders,comm_platinum_above20,comm_platinum_above50,comm_platinum_above200,comm_platinum_high_vol,comm_platinum_acc_early,comm_platinum_explorer_total,comm_platinum_explorer_leaders,comm_platinum_explorer_above200,comm_platinum_producer_total,comm_platinum_producer_leaders,comm_platinum_producer_above200,comm_platinum_large_total,comm_platinum_large_leaders,comm_platinum_large_above200,comm_platinum_mid_total,comm_platinum_mid_leaders,comm_platinum_mid_above200,comm_platinum_small_total,comm_platinum_small_leaders,comm_platinum_small_above200,type_producer_total,type_producer_leaders,type_producer_above200,type__total,type__leaders,type__above200,type_explorer_total,type_explorer_leaders,type_explorer_above200,type_royalties_financial_services_total,type_royalties_financial_services_leaders,type_royalties_financial_services_above200
2025-05-07,332,0,0,170,162,247,202,0,44,0,0,0,115,0,0,111,0,0,106,0,0,62,0,46,38,0,12,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,32,13,0,3,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,55,37,0,9,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,83,87,0,14,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,6,7,0,1,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,20,18,0,4,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,2,1,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-08,332,0,0,170,162,227,205,0,29,0,0,0,115,0,0,111,0,0,106,0,0,62,0,47,42,0,9,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,35,16,0,4,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,57,38,0,5,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,63,85,0,6,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,6,6,0,1,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,15,16,0,3,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-09,332,0,0,170,162,241,221,0,26,0,0,0,115,0,0,111,0,0,106,0,0,62,0,46,42,0,7,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,35,20,0,4,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,57,44,0,5,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,74,88,0,5,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,7,0,1,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,16,17,0,4,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-12,332,0,0,170,162,198,204,0,54,0,0,0,115,0,0,111,0,0,106,0,0,62,0,44,42,0,8,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,38,22,0,9,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,59,45,0,10,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,37,70,0,20,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,5,6,0,0,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,10,16,0,6,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,2,1,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-13,332,0,0,170,162,181,201,0,44,0,0,0,115,0,0,111,0,0,106,0,0,62,0,40,40,0,9,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,37,21,0,7,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,60,49,0,6,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,30,70,0,17,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,3,5,0,1,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,7,14,0,2,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-14,332,0,0,170,162,156,177,0,32,0,0,0,115,0,0,111,0,0,106,0,0,62,0,36,40,0,12,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,34,25,0,5,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,51,45,0,5,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,23,51,0,7,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,2,4,0,0,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,6,10,0,2,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-15,332,0,0,170,162,158,177,0,38,0,0,0,115,0,0,111,0,0,106,0,0,62,0,38,37,0,6,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,31,22,0,8,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,50,42,0,7,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,26,57,0,12,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,3,6,0,0,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,7,11,0,2,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,1,1,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-16,332,0,0,170,162,162,180,0,53,0,0,0,115,0,0,111,0,0,106,0,0,62,0,37,40,0,10,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,30,21,0,6,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,51,41,0,9,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,28,56,0,17,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,4,6,0,1,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,9,14,0,9,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,1,1,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-19,332,0,0,170,162,162,184,0,35,0,0,0,115,0,0,111,0,0,106,0,0,62,0,31,37,0,7,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,28,20,0,4,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,49,41,0,7,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,35,63,0,8,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,5,7,0,2,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,9,14,0,5,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,2,1,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-20,332,0,0,170,162,195,200,0,51,0,0,0,115,0,0,111,0,0,106,0,0,62,0,36,39,0,7,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,27,20,0,3,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,51,42,0,11,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,56,76,0,16,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,6,6,0,4,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,14,14,0,6,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,4,2,0,4,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-21,332,0,0,170,162,214,213,0,50,0,0,0,115,0,0,111,0,0,106,0,0,62,0,29,38,0,7,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,26,21,0,5,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,49,45,0,12,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,79,83,0,14,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,7,0,4,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,17,15,0,5,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,4,3,0,3,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-22,332,0,0,170,162,208,216,0,39,0,0,0,115,0,0,111,0,0,106,0,0,62,0,31,39,0,8,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,22,19,0,5,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,50,49,0,8,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,76,81,0,7,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,6,0,4,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,16,18,0,4,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,3,3,0,3,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-23,332,0,0,170,162,252,241,0,77,0,0,0,115,0,0,111,0,0,106,0,0,62,0,48,48,0,40,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,20,21,0,9,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,57,54,0,9,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,90,87,0,8,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,4,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,22,17,0,3,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,4,4,0,3,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-26,332,0,0,169,163,264,255,0,64,0,0,0,115,0,0,111,0,0,106,0,0,62,0,55,52,0,33,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,18,20,0,5,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,61,61,0,9,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,90,88,0,5,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,3,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,27,21,0,6,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,3,3,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-27,332,0,0,170,162,257,254,0,59,0,0,0,115,0,0,111,0,0,106,0,0,62,0,52,52,0,27,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,21,21,0,4,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,58,57,0,10,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,85,89,0,10,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,3,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,27,21,0,3,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,4,4,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-28,332,0,0,170,162,239,253,0,58,0,0,0,115,0,0,111,0,0,106,0,0,62,0,51,53,0,28,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,11,19,0,3,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,54,55,0,5,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,85,89,0,14,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,7,0,1,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,25,24,0,6,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,4,4,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-29,332,0,0,168,164,233,244,0,49,0,0,0,115,0,0,111,0,0,106,0,0,62,0,49,49,0,15,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,10,18,0,6,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,55,57,0,9,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,83,88,0,11,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,1,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,25,20,0,5,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,2,2,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-05-30,332,0,0,169,163,243,246,0,60,0,0,0,115,0,0,111,0,0,106,0,0,62,0,51,48,0,10,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,10,15,0,11,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,53,58,0,15,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,89,90,0,18,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,2,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,27,23,0,3,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,3,2,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-02,332,0,0,170,162,242,252,0,78,0,0,0,115,0,0,111,0,0,106,0,0,62,0,40,45,0,6,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,6,13,0,5,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,59,59,0,13,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,97,94,0,32,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,7,8,0,4,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,29,29,0,14,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,2,2,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-03,332,0,0,170,162,246,265,0,67,0,0,0,115,0,0,111,0,0,106,0,0,62,0,42,50,0,18,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,6,15,0,6,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,59,63,0,10,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,98,95,0,14,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,4,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,28,29,0,13,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,3,3,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-04,332,0,0,170,162,263,271,0,66,0,0,0,115,0,0,111,0,0,106,0,0,62,0,50,50,0,13,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,8,18,0,7,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,63,66,0,10,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,100,96,0,16,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,7,8,0,2,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,28,27,0,15,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,4,4,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-05,332,0,0,170,162,273,275,0,87,0,0,0,115,0,0,111,0,0,106,0,0,62,0,50,51,0,13,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,13,20,0,5,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,66,67,0,19,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,102,97,0,27,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,2,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,29,28,0,20,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,2,2,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-06,332,0,0,170,162,267,271,0,66,0,0,0,115,0,0,111,0,0,106,0,0,62,0,49,49,0,12,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,15,22,0,1,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,66,66,0,11,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,94,91,0,18,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,4,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,29,29,0,16,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,3,4,0,3,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-09,332,0,0,170,162,270,279,0,78,0,0,0,115,0,0,111,0,0,106,0,0,62,0,49,52,0,25,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,18,23,0,5,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,65,67,0,11,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,94,92,0,15,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,3,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,30,30,0,14,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,3,4,0,3,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-10,332,0,0,170,162,259,277,0,70,0,0,0,115,0,0,111,0,0,106,0,0,62,0,48,52,0,18,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,20,24,0,8,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,66,70,0,14,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,82,89,0,12,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,2,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,29,29,0,9,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,3,3,0,4,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-11,332,0,0,170,162,253,273,0,60,0,0,0,115,0,0,111,0,0,106,0,0,62,0,41,49,0,14,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,24,25,0,8,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,65,68,0,13,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,80,88,0,10,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,1,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,28,29,0,8,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,4,4,0,3,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-12,332,0,0,170,162,260,272,0,61,0,0,0,115,0,0,111,0,0,106,0,0,62,0,42,50,0,14,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,21,23,0,6,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,64,66,0,8,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,89,90,0,22,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,3,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,29,29,0,5,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,4,4,0,3,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-13,332,0,0,170,162,246,259,0,63,0,0,0,115,0,0,111,0,0,106,0,0,62,0,35,42,0,16,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,17,20,0,6,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,62,65,0,11,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,89,89,0,17,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,2,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,28,29,0,7,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,4,4,0,3,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-16,332,0,0,170,162,241,270,0,75,0,0,0,115,0,0,111,0,0,106,0,0,62,0,48,53,0,38,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,14,19,0,5,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,60,67,0,8,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,79,87,0,17,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,8,8,0,0,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,27,29,0,4,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,3,4,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
2025-06-17,332,0,0,170,162,240,268,0,55,0,0,0,115,0,0,111,0,0,106,0,0,62,0,49,54,0,25,0,61,0,0,1,0,0,14,0,0,14,0,0,34,0,0,39,0,14,18,0,8,0,39,0,0,26,0,0,11,0,0,2,0,0,81,0,58,66,0,6,0,76,0,0,5,0,0,28,0,0,26,0,0,27,0,0,103,0,79,87,0,6,0,64,0,0,29,0,0,10,0,0,38,0,0,47,0,0,18,0,0,9,0,6,8,0,1,0,7,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,30,0,27,28,0,6,0,6,0,0,24,0,0,5,0,0,11,0,0,14,0,0,4,0,4,4,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,273,0,0,4.0,0.0,0.0,43,0,0,12,0,0
